event_code,event_name,event_title
KQQY,Quarterly results,ACB-Q3/2017 financial statements (holding company)
BOME,BOD Meeting,"ACB-BoD's resolution dated October 26, 2017"
KQQY,Quarterly results,ACB-Interim 2017 reviewed consolidated financial statements
KQQY,Quarterly results,ACB-Q2/2017 financial statements (holding company)
AGMR,AGM Resolution,ACB- 2017 AGM's resolution
BOME,BOD Meeting,"ACB-BoD's resolution dated March 14, 2017"
KQSB,Year Interim Result,ACB-2016 consolidated financial statements
AGME,Annual General Meeting,ACB-Holds 2017 AGM
KQQY,Quarterly results,ACB-Q4/2016 financial statements (Holding company)
AIS,Additional Listing,"ACB-Lists 89,627,390 additional shares"
BCHA,Key Personnel Change,ACB-Appoints Mr. Nguyen Van Hoa as Deputy CEO
BOME,BOD Meeting,"ACB-BoD's resolution dated December 30, 2016"
BOME,BOD Meeting,"ACB-BoD's resolution dated November 24, 2016"
ISS,Share Issue,ACB-Issues dividend shares for existing shareholders at the rate of 10%
KQQY,Quarterly results,ACB-Q3/2016 financial statements (Holding company)
KQQY,Quarterly results,ACB-Q3/2016 consolidated financial statements
BOME,BOD Meeting,"ACB-BoD's resolution dated October 19, 2016"
BOME,BOD Meeting,"ACB-BoD's resolution dated October 17, 2016"
OTHE,Other events,ACB-Signing the audit contract with KPMG Company Limited
KQQY,Quarterly results,ACB-H1/2016 consolidated financial statements
KQQY,Quarterly results,ACB-Q2/2016 consolidated financial statements
KQQY,Quarterly results,ACB- Q1/2016 consolidated financial statements
KQQY,Quarterly results,ACB-Q1/2016 financial statements (Holding company)
AGMR,AGM Resolution,ACB- 2016 AGM's resolution
DDINS,Director Deal: Institutional transactions,"ACB-Thien Viet Asset Management Joint Stock Company failed to sell 100,000 shares "
KQCT,Final Annual Results,ACB-2015 financial statements-consolidated
KQSB,Year Interim Result,ACB-2015 financial statements-holding company
AGME,Annual General Meeting,ACB-Holds 2016 AGM
DDINS,Director Deal: Institutional transactions,"ACB-Thien Viet Asset Management Joint Stock Company regsiters to sell 100,000 ACB shares "
KQQY,Quarterly results,ACB-Q4/2015 financial statements (Holding company)
KQQY,Quarterly results,ACB- Q4/2015 financial statements (Consolidated)
BCHA,Key Personnel Change,"ACB-Appoints Mr. Nguyen Van Hoa, Chief accountant, as Finance Director from December 31, 2015"
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AGMR,AGM Resolution,
KQCT,Final Annual Results,
AIS,Additional Listing,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
TS,Treasury Stocks,
TS,Treasury Stocks,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
TS,Treasury Stocks,
AGMR,AGM Resolution,
TS,Treasury Stocks,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
AIS,Additional Listing,
TS,Treasury Stocks,
TS,Treasury Stocks,
AIS,Additional Listing,
EGME,Extraordinary General Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
KQQY,Quarterly results,
AIS,Additional Listing,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
AIS,Additional Listing,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQQY,Quarterly results,
KQCT,Final Annual Results,
TS,Treasury Stocks,"ACG - Sold 9,600 treasury shares."
DIV,Cash Dividend,ACG - Pay cash dividend 2023 - Interim 1 at VND 700/share
AIS,Additional Listing,"ACG- Lists additional 14,941,824 shares"
ISS,Share Issue,ACG - Issues dividend shares at 11%
AGME,Annual General Meeting,ACG - Holds 2023 AGM
EGME,Extraordinary General Meeting,ACG - Holds 2022 extra-ordinary shareholders meeting
DIV,Cash Dividend,ACG - Pay cash dividend 2022 - Interim 1 at VND 1100/share
MOVE,Exchange Switching,ACG - Shifts listing from Upcom Stock Exchange to HOSE Stock Exchange
SUSP,Listing Suspension,ACG - Cancels shares registration on Upcom Stock Exchange
DIV,Cash Dividend,ACG - Pay cash dividend 2021 - Interim 2 at VND 2000/share
AIS,Additional Listing,"ACG - Registers additional 48,195,778 shares"
ISS,Share Issue,ACG - Issues dividend shares at 50%
AGME,Annual General Meeting,ACG - Holds 2022 AGM
DIV,Cash Dividend,"ACG - Pays Interim 1, 2021 cash dividend at VND500/share"
ISS,Share Issue,"ACG - Issues additional shares for existing shareholders at 100 : 5 at VND 10,000/share"
TS,Treasury Stocks,"ACG - Registers to sell 285,000 treasury shares"
NLIS,New listing,ACG- Officially registers shares on UPCoM
DIV,Cash Dividend,ACL - Pay cash dividend 2022 - Interim 1 at VND 700/share
AGME,Annual General Meeting,ACL - Holds 2023 AGM
AGME,Annual General Meeting,ACL - Holds 2022 AGM
DIV,Cash Dividend,"ACL - Pays Interim 1, 2021 cash dividend at VND600/share"
AGME,Annual General Meeting,ACL - Holds 2021 AGM
AIS,Additional Listing,"ACL - Lists additional 27,359,344 shares"
ISS,Share Issue,ACL- Issues dividend shares at 120%
AGME,Annual General Meeting,ACL - Holds 2019 AGM
DIV,Cash Dividend,"ACL - Pays Interim 1, 2019 cash dividend at VND1500/share"
AGME,Annual General Meeting,ACL - Holds 2019 AGM
DIV,Cash Dividend,"ACL - Pays Interim 1, 2018 cash dividend at VND2000/share"
AGME,Annual General Meeting,ACL-Holds 2018 AGM
AIS,Additional Listing,"ACL-Lists 4,400,000 additional shares"
BCHA,Key Personnel Change,"ACL-Appoints Mr. Nguyen Tan Toi as Information disclosure officer from August 01, 2017"
BOME,BOD Meeting,"ACL-BoD's resolution dated June 30, 2017"
AGMR,AGM Resolution,ACL-2017 AGM's resolution
AGME,Annual General Meeting,ACL-Holds 2017 AGM
BOME,BOD Meeting,"ACL-BoD's resolution dated April 17, 2017"
DDALL,Director Deal,"ACL-Ms. Tran Thi Van Loan, Chairman cum CEO, bought 74,560 shares"
BCHA,Key Personnel Change,ACL-Dismisses Ms. Nguyen Thi Hoang Yen from the position of Deputy CEO
KQQY,Quarterly results,ACL-Q2/2016 consolidated financial statements
BOME,BOD Meeting,"ACL-BoD's resolution dated May 25, 2016"
BOME,BOD Meeting,"ACL-BoD's resolution dated May 23, 2016"
AGMR,AGM Resolution,ACL-2016 AGM's resolution
AGME,Annual General Meeting,ACL-Holds 2016 AGM
BOME,BOD Meeting,"ACL-BoD's resolution dated February 22, 2016"
DIV,Cash Dividend,ACL-Pays 2015 cash dividend at VND600/share
BOME,BOD Meeting,"ACL-BoD's resolution dated January 11, 2016"
AGMR,AGM Resolution,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
EGME,Extraordinary General Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
AIS,Additional Listing,
KQQY,Quarterly results,
AIS,Additional Listing,
BCHA,Key Personnel Change,
KQCT,Final Annual Results,
AGME,Annual General Meeting,ACS - Holds 2023 AGM
KQCT,Final Annual Results,ACS - Audited Financial Statement FY 2020 (holding company)
TS,Treasury Stocks,ACS - Sell treasury shares
TS,Treasury Stocks,ACS -  Registration Sell treasury shares
KQCT,Final Annual Results,ACS - Audited Financial Statement FY 2019 (holding company)
AGME,Annual General Meeting,ACS - Holds 2020 AGM
DIV,Cash Dividend,"ACS - Pays Interim 1, 2019 cash dividend at VND1000/share"
BALLOT,Record date for ballot,ACS - Holds a shareholders circular ballot
DIV,Cash Dividend,"ACS - Pays Interim 2, 2018 cash dividend at VND1000/share"
KQCT,Final Annual Results,ACS - Audited Financial Statement FY 2018 (holding company)
AGME,Annual General Meeting,ACS - Holds 2019 AGM
DIV,Cash Dividend,"ACS - Pays Interim 1, 2018 cash dividend at VND500/share"
DIV,Cash Dividend,"ACS - Pays Interim 2, 2017 cash dividend at VND1000/share"
AGME,Annual General Meeting,ACS-Holds 2018 AGM
NLIS,New listing,ACS-Officially starts trading on UPCoM
DIV,Cash Dividend,"ACS - Pays Interim 1, 2017 cash dividend at VND500/share"
AGME,Annual General Meeting,ACV - Holds 2023 AGM
KQQY,Quarterly results,ACV - Financial Statement Quarter 2/2022 (holding company)
AGME,Annual General Meeting,ACV - Holds 2022 AGM
KQCT,Final Annual Results,ACV - Audited Financial Statement FY 2021 (holding company)
AGME,Annual General Meeting,ACV - Holds 2021 AGM
TS,Treasury Stocks,ACV - Buy treasury shares
TS,Treasury Stocks,ACV -  Registration Buy treasury shares
AGME,Annual General Meeting,ACV - Holds 2020 AGM
DIV,Cash Dividend,"ACV - Pays Year, 2018 cash dividend at VND900/share"
TS,Treasury Stocks,ACV - Buy treasury shares
AGME,Annual General Meeting,ACV - Holds 2019 AGM
TS,Treasury Stocks,ACV - Buy treasury shares
DIV,Cash Dividend,"ACV - Pays Year, 2017 cash dividend at VND900/share"
EGME,Extraordinary General Meeting,ACV - Holds 2018 Extraordinary shareholders' meeting
AGME,Annual General Meeting,ACV-Holds 2018 AGM
TS,Treasury Stocks,ACV - Buy treasury shares
DIV,Cash Dividend,"ACV-Pays Year, 2016 cash dividend at VND600/share"
BOME,BOD Meeting,"ACV-BoD's resolution dated October 30, 2017"
KQQY,Quarterly results,ACV-Q3/2017 financial statements (holding company)
BOME,BOD Meeting,"ACV-BoD's resolution dated October 24, 2017"
KQQY,Quarterly results,ACV-Interim 2017 reviewed financial statements (holding company)
KQQY,Quarterly results,ACV-Q2/2017 financial statements (holding company)
BCHA,Key Personnel Change,"ACV-Mr. Tran Van Thang resigns from the position of Deputy CEO from July 04, 2017"
BOME,BOD Meeting,"ACV-BoD's resolution dated June 28, 2017"
AGMR,AGM Resolution,ACV-2017 AGM's resolution
KQCT,Final Annual Results,"ACV-Consolidated financial statements from April 1, 2016 to December 31, 2016"
AGME,Annual General Meeting,ACV-Holds 2017 AGM
AGME,Annual General Meeting,ACV-Holds 2017 AGM
BCHA,Key Personnel Change,ACV-Appoints Mr. Vu The Phiet as Deputy CEO
KQQY,Quarterly results,ACV-Q4/2016 consolidated financial statements
BCHA,Key Personnel Change,"ACV-Mr. Vu Tuan San, Chief accountant, retires from January 1, 2017"
KQQY,Quarterly results,ACV-Q3/2016 financial statements (Holding company)
NLIS,New listing,ACV-Officially starts trading on UPCoM
DIV,Cash Dividend,ADC - Pay cash dividend 2022 - Interim 1 at VND 1500/share
AGME,Annual General Meeting,ADC - Holds 2023 AGM
AGME,Annual General Meeting,ADC - Holds 2022 AGM
DIV,Cash Dividend,"ADC - Pays Interim 1, 2021 cash dividend at VND1400/share"
AIS,Additional Listing,"ADC - Lists additional 917,936 shares"
ISS,Share Issue,ADC - Issues bonus shares at 100:30
DIV,Cash Dividend,"ADC - Pays Year, 2020 cash dividend at VND1500/share"
AGME,Annual General Meeting,ADC - Holds 2021 AGM
DIV,Cash Dividend,"ADC - Pays Interim 1, 2019 cash dividend at VND1400/share"
AGME,Annual General Meeting,ADC - Holds 2020 AGM
DIV,Cash Dividend,"ADC - Pays Interim 1, 2018 cash dividend at VND1400/share"
AGME,Annual General Meeting,ADC - Holds 2019 AGM
AGME,Annual General Meeting,ADC-Holds 2018 AGM
DIV,Cash Dividend,"ADC-Pays Year, 2017 cash dividend at VND1400/share"
KQQY,Quarterly results,ADC-Q4/2017 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated January 18, 2018"
BOME,BOD Meeting,"ADC-BoD's resolution dated December 29, 2017"
KQQY,Quarterly results,ADC-Q3/2017 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated October 02, 2017"
KQQY,Quarterly results,ADC-Interim 2017 reviewed financial statements
KQQY,Quarterly results,ADC-Q2/2017 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated July 05, 2017"
BOME,BOD Meeting,"ADC-BoD's resolution dated June 14, 2017"
BCHA,Key Personnel Change,"ADC-Key personnel changes from June 12, 2017"
BOME,BOD Meeting,"ADC-BoD's resolution dated May 23, 2017"
BOME,BOD Meeting,"ADC-BoD's resolution dated April 25, 2017"
AGMR,AGM Resolution,ADC- 2017 AGM's resolution
KQSB,Year Interim Result,ADC- 2016 financial statements
AGME,Annual General Meeting,ADC-Holds 2017 AGM
DIV,Cash Dividend,"ADC-Pays 2016 interim cash dividend at VND1,400/share"
BOME,BOD Meeting,"ADC-BoD's resolution dated February 13, 2017"
KQQY,Quarterly results,ADC-Q4/2016 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated January 9, 2017"
KQQY,Quarterly results,ADC- Q3/2016 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated October 3, 2016"
BOME,BOD Meeting,"ADC-BoD's resolution dated September 22, 2016"
BOME,BOD Meeting,"ADC-BoD's resolution dated July 21, 2016"
KQQY,Quarterly results,ADC-Q2/2016 financial statements
BOME,BOD Meeting,"ADC-BoD's resolution dated July 6, 2016"
AIS,Additional Listing,"ADC-Lists 1,260,000 additional shares"
BOME,BOD Meeting,"ADC-BoD's resolution dated May 12, 2016"
KQQY,Quarterly results,ADC-Q1/2016 financial statements
DIV,Cash Dividend,ADC-Pays 2015 cash dividend at VND1500/share
KQCT,Final Annual Results,ADC-2015 financial statements
AGME,Annual General Meeting,ADC-Holds 2016 AGM
BOME,BOD Meeting,"ADC-BoD's resolution dated February 1, 2016"
BOME,BOD Meeting,"ADC-BoD's resolution dated January 28, 2016"
KQQY,Quarterly results,ADC-Q4/2015 financial statements
ISS,Share Issue,ADC-Dividend issue at the ex-rate of 5:1 and right issue at the ex-rate of 2:1
BOME,BOD Meeting,"ADC-BoD's resolution dated Decembẻ 31, 2015"
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
AGMR,AGM Resolution,
KQCT,Final Annual Results,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
AIS,Additional Listing,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
KQQY,Quarterly results,
TS,Treasury Stocks,
KQQY,Quarterly results,
BOME,BOD Meeting,
TS,Treasury Stocks,
BOME,BOD Meeting,
AGMR,AGM Resolution,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
AIS,Additional Listing,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
KQQY,Quarterly results,
BOME,BOD Meeting,
BCHA,Key Personnel Change,
KQQY,Quarterly results,
KQCT,Final Annual Results,
KQQY,Quarterly results,
BCHA,Key Personnel Change,
BOME,BOD Meeting,
NLIS,New listing,
DIV,Cash Dividend,ADP - Pay cash dividend 2023 - Interim 2 at VND 600/share
MOVE,Exchange Switching,ADP - Shifts listing from UPCoM to HOSE
SUSP,Listing Suspension,ADP - Cancels shares registration on Upcom Stock Exchange
DIV,Cash Dividend,ADP - Pay cash dividend 2023 - Interim 1 at VND 800/share
AGME,Annual General Meeting,ADP - Holds 2023 AGM
DIV,Cash Dividend,ADP - Pay cash dividend 2022 - Interim 3 at VND 600/share
DIV,Cash Dividend,ADP - Pay cash dividend 2022 - Interim 2 at VND 600/share
DIV,Cash Dividend,ADP - Pay cash dividend 2022 - Interim 1 at VND 500/share
AGME,Annual General Meeting,ADP - Holds 2022 AGM
DIV,Cash Dividend,"ADP - Pays Interim 3, 2021 cash dividend at VND800/share"
DIV,Cash Dividend,"ADP - Pays Interim 2, 2021 cash dividend at VND400/share"
AIS,Additional Listing,"ADP - Registers additional shares 7,679,936 shares"
DIV,Cash Dividend,"ADP - Pays Interim 1, 2021 cash dividend at VND1000/share"
ISS,Share Issue,ADP - Issues bonus shares at 2:1
DIV,Cash Dividend,"ADP - Pays Interim 4, 2020 cash dividend at VND1000/share"
AGME,Annual General Meeting,ADP - Holds 2021 AGM
DIV,Cash Dividend,"ADP - Pays Interim 3, 2020 cash dividend at VND500/share"
DIV,Cash Dividend,"ADP - Pays Interim 2, 2020 cash dividend at VND500/share"
DIV,Cash Dividend,"ADP - Pays Interim 1, 2020 cash dividend at VND1000/share"
DIV,Cash Dividend,"ADP - Pays Interim 4, 2019 cash dividend at VND600/share"
AGME,Annual General Meeting,ADP - Holds 2020 AGM
DIV,Cash Dividend,"ADP - Pays Interim 3, 2019 cash dividend at VND500/share"
DIV,Cash Dividend,"ADP - Pays Interim 2, 2019 cash dividend at VND400/share"
DIV,Cash Dividend,"ADP - Pays Interim 1, 2019 cash dividend at VND700/share"
DIV,Cash Dividend,"ADP - Pays Interim 4, 2018 cash dividend at VND400/share"
AGME,Annual General Meeting,ADP - Holds 2019 AGM
DIV,Cash Dividend,"ADP - Pays Interim 3, 2018 cash dividend at VND400/share"
DIV,Cash Dividend,"ADP - Pays Interim 2, 2018 cash dividend at VND400/share"
DIV,Cash Dividend,"ADP - Pays Interim 1, 2018 cash dividend at VND600/share"
AGME,Annual General Meeting,ADP-Holds 2018 AGM
DIV,Cash Dividend,"ADP-Pays Interim 4, 2017 cash dividend at VND500/share"
BOME,BOD Meeting,"ADP-BoD's resolution dated March 05, 2018"
KQQY,Quarterly results,ADP-Q4/2017 financial statements
BCHA,Key Personnel Change,"ADP-Mr. Nguyen Van Thai, Deputy CEO in charge of Manufacturing Techic, retires from January 01, 2018"
DIV,Cash Dividend,"ADP-Pays Interim 3, 2017 cash dividend at VND400/share"
BOME,BOD Meeting,"ADP-BoD's resolution dated November 24, 2017"
KQQY,Quarterly results,ADP-Q3/2017 financial statements
DIV,Cash Dividend,"ADP - Pays Interim 2, 2017 cash dividend at VND400/share"
BOME,BOD Meeting,"ADP-BoD's resolution dated September 11, 2017"
KQQY,Quarterly results,ADP-Interim 2017 financial statements
KQQY,Quarterly results,ADP-Q2/2017 financial statements
DIV,Cash Dividend,"ADP - Pays Interim 1, 2017 cash dividend at VND800/share"
BOME,BOD Meeting,"ADP-BoD's resolution dated June 08, 2017"
BCHA,Key Personnel Change,"ADP-Appoints Ms. Vo Thi Bich Ngoc as Deputy CEO from May 29, 2017"
BCHA,Key Personnel Change,"ADP-Key personnel appointments from April 25, 2017"
AGMR,AGM Resolution,ADP- 2017 AGM's resolution
KQCT,Final Annual Results,ADP- Q1/2017 financial statements
KQSB,Year Interim Result,ADP- 2016 financial statements
AGME,Annual General Meeting,ADP-Holds 2017 AGM
DIV,Cash Dividend,ADP-Pays 4th 2016 interim cash dividend at VND500/share
BOME,BOD Meeting,"ADP-BoD's resolution dated March 2, 2017"
KQQY,Quarterly results,ADP-Q4/2016 financial statements
DIV,Cash Dividend,ADP-Pays 3rd 2016 interim cash dividend at VND500/share
BOME,BOD Meeting,"ADP-BoD's resolution dated November 16, 2016"
AIS,Additional Listing,"ADP-Registers 5,759,940 additional shares"
BOME,BOD Meeting,"ADP-BoD's resolution dated October 1, 2016"
DIV,Cash Dividend,ADP-Pays 2nd 2016 interim cash dividend at VND500/share
ISS,Share Issue,ADP-Issues bonus shares for existing shareholders at the ex-rate of 10:6
BOME,BOD Meeting,"ADP-BoD's resolution dated September 8, 2016"
BOME,BOD Meeting,"ADP-BoD's resolution dated July 4, 2016"
DIV,Cash Dividend,"ADP-Pays 1st 2016 interim cash dividend at VND1,000/share"
BOME,BOD Meeting,"ADP-BoD's resolution dated May 20, 2016"
AGMR,AGM Resolution,ADP- 2016 AGM's resolution
KQCT,Final Annual Results,ADP-2015 financial statements
AGME,Annual General Meeting,ADP-Holds 2016 AGM
DIV,Cash Dividend,ADP-Pays 4th 2015 interim cash dividend at VND500/share
BOME,BOD Meeting,"ADP-BoD's resolution dated March 21, 2016"
